CVS	74.92950542344741	72.46496104505704	67.53587228827632	65.07132790988595  

SPY	279.1599517518572	274.59372587592856	265.4612741240714	260.89504824814276  

QQQ	172.4930326000658	168.25505796669958	159.7791086999671	155.5411340666009  

IWM	157.10585728395452	154.32959530864392	148.7770713580227	146.0008093827121  

QCOM	67.33862225910744	65.88035279622038	62.96381387044628	61.50554440755923  

AAPL	184.7398751733647	177.15160425334903	161.9750624133177	154.386791493302  

AVGO	259.3156273040606	252.275105318697	238.1940613479697	231.15353936260604  

AMZN	1572.3699408074885	1516.6753870704108	1405.2862795962558	1349.591725859178  

GOOG	1148.4393225507938	1116.8675779420637	1053.724088724603	1022.1523441158728  

FB	187.476620523284	183.44331026164198	175.376689738358	171.343379476716  

WMT	108.08230262053759	102.23490131026878	90.54009868973117	84.69269737946236  

